fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,A01NYUB [Distancia (m)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],LIQ-136 [Profundidad (m)],SHT40 [Grados celcius (°C)],SHT40 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-11-23T08:22:34,2025-11-23 11:53:14,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,12.5,7.99,0.54,11.87,100.0,19.0
2025-11-23T09:58:14,2025-11-23 23:45:14,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,15.5,8.0,0.54,14.82,89.7,25.0
2025-11-23T13:58:02,2025-11-23 23:45:54,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,27.0,7.94,0.52,24.7,50.75,25.0
2025-11-23T14:28:01,2025-11-23 23:46:09,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,28.75,8.02,0.52,25.41,51.21,25.0
2025-11-23T15:28:08,2025-11-23 23:46:14,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,37.0,8.04,0.52,26.55,48.3,25.0
2025-11-23T16:57:58,2025-11-23 23:46:35,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,39.75,8.01,0.51,27.26,46.48,25.0
2025-11-23T17:27:55,2025-11-23 23:46:45,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,40.5,8.05,0.51,27.26,46.65,25.0
2025-11-23T18:27:40,2025-11-23 23:46:56,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,35.75,7.99,0.51,24.91,53.74,25.0
2025-11-23T19:57:05,2025-11-23 23:47:20,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,25.25,8.01,0.5,21.73,62.38,25.0
2025-11-23T20:26:57,2025-11-23 23:47:47,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,23.25,8.01,0.5,20.31,67.73,25.0
2025-11-23T21:26:41,2025-11-23 23:48:08,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,19.5,7.98,0.5,18.14,70.12,25.0
2025-11-23T22:02:19,2025-11-24 11:31:10,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,18.5,8.01,0.5,16.83,73.7,23.0
2025-11-23T22:32:11,2025-11-24 11:31:29,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,17.0,8.01,0.5,15.76,77.72,23.0
2025-11-23T23:31:59,2025-11-24 11:31:35,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,15.0,8.01,0.51,14.35,82.41,23.0
2025-11-24T00:31:48,2025-11-24 11:31:35,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,13.75,8.0,0.52,13.49,85.31,23.0
2025-11-24T01:31:40,2025-11-24 11:32:14,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,12.75,7.99,0.52,12.96,89.22,23.0
2025-11-24T04:01:20,2025-11-24 11:33:02,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,13.5,7.97,0.53,13.26,94.27,23.0
2025-11-24T05:01:11,2025-11-24 11:33:47,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,13.5,7.99,0.54,13.5,92.29,23.0
2025-11-24T05:31:07,2025-11-24 11:33:47,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,13.5,7.93,0.54,13.44,94.33,23.0
2025-11-24T09:00:40,2025-11-24 11:35:00,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,14.0,7.98,0.54,13.18,96.24,23.0
2025-11-24T09:36:32,2025-11-24 21:05:57,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,15.0,8.0,0.54,14.17,92.86,21.0
2025-11-24T10:06:30,2025-11-24 21:06:01,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,16.0,7.98,0.54,14.95,91.3,21.0
2025-11-24T10:36:27,2025-11-24 21:06:06,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,17.25,7.94,0.54,15.81,85.66,21.0
2025-11-24T11:06:26,2025-11-24 21:06:10,Sin sesión,,,,14,LVAG-04,"Estación de Nivel de Agua para Línea Base, Trapiche",0.0,19.0,8.0,0.54,17.05,80.87,21.0
