fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,A01NYUB [Distancia (m)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],LIQ-136 [Profundidad (m)],SHT40 [Grados celcius (°C)],SHT40 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-11-18T19:11:53,2025-11-18 21:13:38,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,31.5,7.89,0.73,29.88,42.35,24.0
2025-11-18T19:41:45,2025-11-18 21:13:43,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,30.5,7.91,0.73,28.5,43.64,24.0
2025-11-18T20:11:35,2025-11-18 21:13:47,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,29.0,7.9,0.73,25.99,48.76,24.0
2025-11-18T20:41:23,2025-11-18 21:13:51,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,26.75,7.9,0.73,24.68,55.37,24.0
2025-11-18T21:11:12,2025-11-18 21:13:56,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,25.0,7.89,0.73,23.88,51.03,24.0
2025-11-18T21:43:24,2025-11-19 09:12:45,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,24.0,7.89,0.73,22.43,55.87,16.0
2025-11-18T22:13:14,2025-11-19 09:12:49,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,22.75,7.85,0.73,21.91,62.32,16.0
2025-11-18T22:43:04,2025-11-19 09:12:55,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.19,21.5,7.86,0.73,21.17,60.7,16.0
2025-11-18T23:12:56,2025-11-19 09:12:59,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,20.75,7.87,0.73,21.07,58.0,16.0
2025-11-18T23:42:49,2025-11-19 09:13:04,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,20.75,7.88,0.73,20.97,67.64,16.0
2025-11-19T00:12:41,2025-11-19 09:13:09,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,20.0,7.88,0.73,19.62,66.96,16.0
2025-11-19T00:42:34,2025-11-19 09:13:16,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,19.25,7.88,0.73,19.77,69.74,16.0
2025-11-19T01:12:25,2025-11-19 09:13:21,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.19,18.75,7.87,0.73,18.92,66.51,16.0
2025-11-19T01:42:17,2025-11-19 09:13:25,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,18.0,7.85,0.73,18.11,72.73,16.0
2025-11-19T02:12:09,2025-11-19 09:13:30,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,17.75,7.86,0.73,17.99,66.85,16.0
2025-11-19T02:42:00,2025-11-19 09:13:36,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.19,17.0,7.83,0.73,16.81,73.63,16.0
2025-11-19T03:11:52,2025-11-19 09:13:41,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,16.5,7.85,0.73,16.98,70.11,16.0
2025-11-19T03:41:44,2025-11-19 09:13:46,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,16.25,7.86,0.73,16.66,64.18,16.0
2025-11-19T04:11:36,2025-11-19 09:13:51,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,16.0,7.85,0.73,17.0,68.5,16.0
2025-11-19T04:41:28,2025-11-19 09:13:56,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,16.0,7.85,0.72,16.6,71.52,16.0
2025-11-19T05:11:21,2025-11-19 09:14:03,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,15.75,7.84,0.72,15.73,66.43,16.0
2025-11-19T05:41:12,2025-11-19 09:14:08,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,15.25,7.84,0.72,15.46,71.22,16.0
2025-11-19T06:11:06,2025-11-19 09:14:12,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,14.75,7.85,0.72,14.62,70.55,16.0
2025-11-19T06:40:59,2025-11-19 09:14:17,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.19,14.5,7.84,0.72,15.05,66.71,16.0
2025-11-19T07:10:54,2025-11-19 09:14:22,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,17.25,7.83,0.72,17.46,59.8,16.0
2025-11-19T07:41:02,2025-11-19 09:14:28,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.21,24.75,7.87,0.72,20.46,54.58,16.0
2025-11-19T08:11:08,2025-11-19 09:14:33,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.21,31.25,7.88,0.72,21.26,56.08,16.0
2025-11-19T08:41:12,2025-11-19 09:14:39,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.21,35.25,7.88,0.72,23.5,50.47,16.0
2025-11-19T09:11:08,2025-11-19 09:14:45,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.21,37.25,7.89,0.72,24.93,47.28,16.0
2025-11-19T21:47:02,2025-11-20 09:15:20,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,21.5,7.89,0.72,20.28,68.55,24.0
2025-11-19T22:16:53,2025-11-20 09:15:24,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,20.5,7.85,0.72,19.75,69.75,24.0
2025-11-19T22:46:45,2025-11-20 09:15:29,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,19.75,7.86,0.72,19.16,70.65,24.0
2025-11-19T23:16:36,2025-11-20 09:15:33,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,19.0,7.88,0.72,18.57,70.17,24.0
2025-11-19T23:46:28,2025-11-20 09:15:37,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,18.5,7.86,0.72,18.16,71.62,24.0
2025-11-20T00:16:20,2025-11-20 09:15:42,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,18.0,7.85,0.72,17.57,72.86,24.0
2025-11-20T00:46:12,2025-11-20 09:15:46,Sin sesión,,,,14,LVAG-02,"Estación de Nivel de Agua para Línea Base, Batuco",1.2,17.5,7.87,0.72,16.77,74.05,24.0
