fecha,fecha_insercion,id_sesion,sesion_descripcion,fecha_inicio,ubicacion,id_proyecto,codigo_interno,dispositivo_descripcion,A01NYUB [Distancia (m)],DS3231 [Grados celcius (°C)],Divisor de Voltaje [Voltaje (V)],LIQ-136 [Profundidad (m)],SHT40 [Grados celcius (°C)],SHT40 [Humedad (%)],SIM7600G [Intensidad señal telefónica (Adimensional)]
2025-10-26 16:37:29,2025-10-26T21:07:48,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,36.0,8.05,0.51,26.15,40.57,31.0
2025-10-26 17:07:26,2025-10-26T21:07:52,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.96,37.25,8.05,0.51,26.06,36.94,31.0
2025-10-26 17:37:19,2025-10-26T21:07:57,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,37.5,8.05,0.51,26.28,43.84,31.0
2025-10-26 18:07:14,2025-10-26T21:08:01,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,38.5,8.05,0.51,26.15,37.05,31.0
2025-10-26 18:37:03,2025-10-26T21:08:05,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,36.5,8.05,0.51,25.91,42.83,31.0
2025-10-26 19:06:56,2025-10-26T21:08:10,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,35.5,8.05,0.51,25.66,38.36,31.0
2025-10-26 19:36:42,2025-10-26T21:08:14,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,31.0,8.05,0.51,24.15,40.27,31.0
2025-10-26 20:06:26,2025-10-26T21:08:19,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,26.25,8.05,0.51,23.41,48.38,31.0
2025-10-26 20:36:14,2025-10-26T21:08:23,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.96,24.0,8.05,0.51,22.19,49.36,31.0
2025-10-26 21:06:05,2025-10-26T21:08:27,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,22.5,8.05,0.51,21.05,53.0,31.0
2025-10-26 21:38:08,2025-10-27T09:06:09,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,21.25,8.05,0.51,20.0,57.49,30.0
2025-10-26 22:07:59,2025-10-27T09:06:14,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,20.0,8.05,0.51,19.05,63.54,30.0
2025-10-26 22:37:49,2025-10-27T09:06:19,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,19.25,8.05,0.51,18.72,63.45,30.0
2025-10-26 23:07:41,2025-10-27T09:06:24,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,18.0,8.05,0.51,16.37,73.91,30.0
2025-10-26 23:37:32,2025-10-27T09:06:29,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,17.0,8.05,0.51,16.09,77.35,30.0
2025-10-27 00:07:24,2025-10-27T09:06:33,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,16.0,8.05,0.51,14.68,79.42,30.0
2025-10-27 00:37:15,2025-10-27T09:06:38,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,15.25,8.05,0.51,15.12,81.46,30.0
2025-10-27 01:07:07,2025-10-27T09:06:42,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,14.75,8.05,0.51,14.63,80.05,30.0
2025-10-27 01:36:59,2025-10-27T09:06:46,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,14.5,8.05,0.51,13.79,85.33,30.0
2025-10-27 02:06:52,2025-10-27T09:06:51,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,14.25,8.04,0.51,14.27,84.75,30.0
2025-10-27 02:36:46,2025-10-27T09:06:55,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,14.0,8.05,0.51,14.31,86.19,30.0
2025-10-27 03:06:41,2025-10-27T09:07:00,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,14.0,8.05,0.51,13.8,87.87,30.0
2025-10-27 03:36:34,2025-10-27T09:07:04,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,14.0,8.04,0.51,13.65,84.98,30.0
2025-10-27 04:06:26,2025-10-27T09:07:08,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,13.5,8.05,0.51,13.3,88.41,30.0
2025-10-27 04:36:20,2025-10-27T09:07:12,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,13.5,8.05,0.51,13.07,89.31,30.0
2025-10-27 05:06:12,2025-10-27T09:07:17,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,13.25,8.05,0.51,12.7,89.84,30.0
2025-10-27 05:36:05,2025-10-27T09:07:21,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,12.75,8.05,0.51,12.89,89.99,30.0
2025-10-27 06:05:58,2025-10-27T09:07:25,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,12.75,8.05,0.51,12.76,92.34,30.0
2025-10-27 06:35:49,2025-10-27T09:07:29,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,12.75,8.05,0.51,12.49,92.04,30.0
2025-10-27 07:05:43,2025-10-27T09:07:33,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,12.75,8.05,0.51,12.6,91.94,30.0
2025-10-27 07:35:36,2025-10-27T09:07:38,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,13.0,8.04,0.51,13.45,92.94,30.0
2025-10-27 08:05:30,2025-10-27T09:07:42,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,14.25,8.03,0.51,14.19,89.0,30.0
2025-10-27 08:35:27,2025-10-27T09:07:46,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,16.25,8.05,0.51,15.13,85.74,30.0
2025-10-27 09:05:23,2025-10-27T09:07:51,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,17.75,8.05,0.5,16.14,81.61,30.0
2025-10-27 09:37:40,2025-10-27T21:06:12,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,20.5,8.05,0.51,17.13,75.12,30.0
2025-10-27 10:07:36,2025-10-27T21:06:17,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,22.25,8.05,0.51,17.44,75.04,30.0
2025-10-27 10:37:31,2025-10-27T21:06:22,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,23.25,8.05,0.51,18.07,73.51,30.0
2025-10-27 11:07:26,2025-10-27T21:06:27,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,24.75,8.05,0.51,18.85,68.08,30.0
2025-10-27 11:37:21,2025-10-27T21:06:31,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,26.0,8.05,0.51,19.45,65.97,30.0
2025-10-27 12:07:17,2025-10-27T21:06:36,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,27.5,8.05,0.51,20.93,61.65,30.0
2025-10-27 12:37:13,2025-10-27T21:06:40,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,29.0,8.05,0.51,21.58,58.96,30.0
2025-10-27 13:07:07,2025-10-27T21:06:45,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,29.5,8.05,0.51,22.77,53.35,30.0
2025-10-27 13:37:02,2025-10-27T21:06:49,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,30.0,8.05,0.51,22.49,58.7,30.0
2025-10-27 14:06:56,2025-10-27T21:06:54,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,31.75,8.05,0.51,23.75,53.6,30.0
2025-10-27 14:36:47,2025-10-27T21:06:59,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,30.5,8.05,0.51,23.18,61.66,30.0
2025-10-27 15:06:41,2025-10-27T21:07:04,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,31.75,8.05,0.51,24.46,52.71,30.0
2025-10-27 15:36:34,2025-10-27T21:07:08,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.96,31.75,8.05,0.5,24.03,53.11,30.0
2025-10-27 16:06:26,2025-10-27T21:07:13,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,32.0,8.05,0.5,24.54,50.04,30.0
2025-10-27 16:36:17,2025-10-27T21:07:17,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.98,30.0,8.05,0.5,22.97,54.23,30.0
2025-10-27 17:06:06,2025-10-27T21:07:22,Sin sesión,,,,14,LVAG-05,"Estación de Nivel de Agua para Línea Base, Aculeo",0.97,27.0,8.05,0.5,22.01,58.52,30.0
